微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",巴拿马宣布,与中国正式建立外交关系,当地时间12日晚上8点,巴拿马总统胡安,卡洛斯,巴雷拉在国家电视台全国新闻联播节目上正式宣布,巴拿马共和国与中华人民共和国建立外交关系,原图,",True,2017-06-13 09:30,新媒体聚合平台,46825,3699,7163
",划重点,有驾照的看过来,9图带你了解驾驶证销分新规,经常开车,难免遇到违章扣分,有的司机甚至会买分抵扣,注意,帮他人处理电子眼扣分,必须先实名注册APP并提前绑定对应车辆了,如何线上绑定非本人车辆,同一辆车最多可被几个用户绑定,最全解读,常见扣分点,新老司机必看必转,组图共9张,原图,",True,2018-02-26 07:30,新媒体聚合平台,21357,32783,3537
",2018年最后100天,敢不敢用自律赢得一场蜕变,嘴上说着要减肥,办完健身卡却从来不去,心里想着看完这一集就睡,却又熬到两三点,告诉自己要努力,但就是改不掉推迟拖延,你可以放纵自己,但结局不会陪你演戏,2018年最后100天,想原地踏步,还是靠自律拥抱新可能,就看你的选择,早安,组图共9张,原图,",True,2018-09-22 07:00,微博 weibo.com,30332,23394,3949
",可以不爱,请别伤害,在城市的每个角落,都能找到流浪狗的踪迹,这些无家可归的,毛孩子,它们也渴望有个温暖的家,不爱请别伤害,领养代替购买,愿每个生命都能有个最好的归宿,拜托啦学妹的秒拍视频,",True,2017-10-09 13:54,微博 weibo.com,42245,10835,4594
",太彪悍了,辽宁文科,状元复读又是状元,去年辽宁高考文科状元刘丁宁入读香港大学一个月后,放弃72万元全额奖学金,退学回到本溪高中复读,希望追求更纯粹的国学,梦想进入北大中文系,今年,她以666分再次拿到辽宁省高考文科最高分,第二次获辽宁高考状元,学渣,们,一起颤抖吧,原图,",True,2014-06-23 22:27,人民日报微博,17187,23810,16667
",厉害,28岁农村小伙当北航教授博导,获300万科研经费,宫勇吉出生在山东莱阳农村,从小就对化学有浓厚的兴趣,当年以全国化学竞赛金牌保送北大,出国深造后,刚参加工作就担任北京航空航天大学教授,博导,年薪40,60万元,并获得300万元科研经费,莱阳小伙宫勇吉28岁就当教授博导,自称压力很大每天都在拼网友,学霸人生一路开挂,组图共5张,原图,",True,2017-09-15 11:09,新媒体聚合平台,46611,3536,7516
",视频,中国研发,立体巴士,在车流上行驶,可载千余人,上层载客,下层架空,小汽车在它,肚里,穿行,完全靠电力驱动,可载客1200至1400人,被网友称为,最牛巴士,视频详解,你期待坐坐吗,",True,2016-05-26 21:57,人民日报微博,27522,19630,10506
",你是特别在意他人看法的人吗,如何停止关心别人怎么想,世界上有多少人,就可能有多少种不同的观点,你无法取悦所有人,不要尝试控制别人的想法,而要搞清楚你的价值观并为之坚持,只要你在做对的事情,不管是犯错,当众失败还是被取笑,不要理会观众,你不用努力取悦所有人,ONE字幕组的秒拍视频,",True,2018-08-11 13:14,新媒体聚合平台,31810,21520,4309
",一段交警,滑冰,视频,挺逗但看完有点想哭,为了缓解路面结冰状况,设置安全指示牌,贵州交警连日来奋战在抗凝冻一线,行走在冰面上,无论滑倒过多少次,都要站起来继续守护道路安全,谢谢你们,转发,致敬,滑冰交警,人民网贵州频道的秒拍视频,",True,2018-12-30 21:03,微博 weibo.com,45948,6912,4723
"字太丑,无需十年苦练,这些技巧让你快速练出一手让人称羡的好字,宇哥不小,组图共9张,原图,",True,2017-03-27 23:11,新媒体聚合平台,21871,31815,3896
",4分钟了解围棋规则,推荐,围棋的基本规则是怎样的,又是如何计算胜负的,4分钟了解围棋规则,戳视频,带你打开这个新奇世界的大门,柴知道的秒拍视频,柴知道,",True,2017-09-23 19:47,新媒体聚合平台,30032,23288,4248
",3天2枚金牌,李樟煜两次刷新世界纪录,当地时间10日,中国选手李樟煜在里约残奥会场地自行车男子C1,C2,C3组1000米计时赛中,以1分06秒,678的优异成绩摘得金牌,打破世界纪录,开赛三天,他已两次刷新世界纪录,好样的,为他喝彩,为所有奋勇拼搏,屡创佳绩的中国运动健儿们点赞,组图共9张,原图,",True,2016-09-11 20:21,人民日报微博,52846,2289,2422
"风继续吹,不忍远离,今天,怀念他,也关注身边的抑郁症患者,组图共9张,原图,",True,2019-04-01 10:02,新媒体聚合平台,47080,7080,3393
",起侮辱性绰号,也属欺凌,一起对校园欺凌说,不,近年来校园欺凌事件时有发生,对于校园欺凌你了解多少,哪些情况说明孩子可能正遭受欺凌,面对欺凌,孩子和家长该怎么做,戳图,欺凌不是儿戏,法律不开玩笑,警方承诺,一经查实,依法处理,中国警方在线,晋中公安,山西公安,组图共9张,原图,",True,2019-05-30 13:18,新媒体聚合平台,29542,21477,6467
",干货收藏,最具影响力小说40部,这个假期,你读书了吗,不知道哪些书值得看,放假只知道玩手机,要知道,差距总在不经意间拉开,送你一份,改革开放40周年,最具影响力小说名单,平凡的世界,白鹿原,人生,40部著作,讲述一代人的故事,在文字中读懂中国,中国有我,转存,读起来,组图共9张,原图,",True,2018-10-05 09:08,新媒体聚合平台,24729,30915,1831
",喜憨儿,洗车铺,不愿孩子成社会负担,深圳有一家喜憨儿洗车中心,员工们是平均心智只有7岁的,喜憨儿,靠着服务,他们同样赢得了许多回头客,创始人曹军说,创建洗车中心的初衷,是不愿孩子成为社会负担,希望他们可以独立生活,澎湃新闻的秒拍视频,",True,2018-05-08 21:51,新媒体聚合平台,48076,6278,3101
",20秒,3名警察叔叔冲出大门河里救人,9月12日,一群众在,郎溪公安在线,梅渚派出所大门外呼救,有人掉河里啦听到呼救声仅10秒钟,一名民警冲出大门,20秒内,3名民警奔向落水地点,最先到达的民警刘陟星,迅速拉起水中挣扎的姚奶奶,并将老人背回家中,目前,老人已无大碍,宣城公安在线的秒拍视频,",True,2018-09-15 12:46,新媒体聚合平台,50136,2664,4592
",莫言,讲故事的人,诺贝尔演讲全文,我是一个讲故事的人,因为讲故事我获得了诺贝尔文学奖,我获奖后发生了很多精彩的故事,这些故事,让我坚信真理和正义是存在的,今后的岁月里,我将继续讲我的故事,人民日报记者,刘仲华瑞典报道,原图,",True,2012-12-08 01:14,微博 weibo.com,681,47328,9370
",你好,明天,南海边,犁浪蹈海,海峡间,铁流澎湃,携纵横四海之势,人民海军迎来69周年华诞,也曾望洋兴叹,一度有海无防,历史警钟回响,谁拥有海洋,谁就拥有世界,翻腾的海浪里,埋藏着向海图强的世代夙愿,不辱使命,不负重托,新时代的中国海军,勇闯大洋,壮我海疆,人民日报的秒拍视频,",True,2018-04-23 23:37,新媒体聚合平台,54117,2083,1174
"90后小伙儿周丹,AisinGioroZD,用一支10色圆珠笔画出的张继科,大白杨,傅园慧,这圆珠笔简直有魔法,网友,不就是膝盖吗,拿去,组图共9张,原图,",True,2016-08-16 19:54,人民日报微博,45857,7247,4222
"三千英镑要我黑中国,我宁愿有一天中国不让我出去,我也不愿有一天中国不让我回来,",True,2017-03-07 21:52,新媒体聚合平台,40455,10817,6047
",父爱如路,久别的女儿女婿要开车回家,他和老伴很高兴,却想起进村山路坑坑洼洼,担心路不好走刮女儿车底盘,天亮他就出门修路,一把锄头填平3公里山路上的所有坑洼,修路的事他没告诉女儿,他说,女儿嫁得远,回家不容易,他是云南父亲刘国权,普洱老父为女儿回乡修3公里坑洼路,网友,可怜天下父母心父爱蜿蜒,如路缠绵,原图,",True,2013-10-30 08:55,人民日报微博,19879,27828,9602
"转发理由,一起看奥运,四年磨一剑,中国队,雄起,中国奥运军团第45位亮相,本次中国体育代表团共711人,其中运动员416人,女256人,男160人,人数创境外奥运之最,他们将参加26个大项,210个小项的比赛,为他们点赞,为他们喝彩,为他们转起,原始用户,人民日报,转发内容,一起看奥运,中国队进场了,此刻,一起转发,为中国奥运健儿加油,国旗,此刻,雷声作为旗手,中国队进场了,奥运健儿们,忘记胜负,不计输赢,放手去拼搏吧,全中国都在为你们喝彩,等你们凯旋,加油,我们挺你们,给劲,组图共9张,原图,赞,56798,原文转发,113133,原文评论,9386,转发理由,一起看奥运,,四年磨一剑,中国队,雄起,,中国奥运军团第45位亮相,本次中国体育代表团共711人,其中运动员416人,女256人,男160人,,人数创境外奥运之最,他们将参加26个大项,210个小项的比赛,为他们点",False,2016-08-06 08:33,微博 weibo.com,11080,45226,988
",老伴,让我,最后抱抱你,24,昨天,是沈阳入冬以来最冷的一天,寒冬里发生了最令人心碎的一幕,63岁何大爷的老伴买药途中,突发心梗去世,大爷赶到后,就一直抱着老伴没松开过,坐在人行道上近两小时,他说,我就想最后再抱她一会儿,以后都没有机会了,华商晨报电子版,华商晨报多媒体数字报,华商晨报新闻网,组图共6张,原图,",True,2014-12-18 16:16,微博 weibo.com,20835,26233,10207
",改革开放40周年,习近平这9句话,真提气,转发,收藏,学习,组图共9张,原图,",True,2018-12-18 12:33,新媒体聚合平台,20682,32346,4208
",一起看奥运,霍顿父亲,泳坛力挺霍顿,教练,1500米能赢孙杨,赢得男子400米自由泳冠军后,霍顿讽刺孙杨的言论让他成为舆论焦点,对此霍顿的父亲表示,结束400米后,他走回暖身池,在场的运动员向他鼓掌,称赞他勇敢说出了那些话,而霍顿的教练认为,在1500米的比赛中,霍顿也能击败孙杨,CCTV5,原图,",True,2016-08-09 07:12,人民日报微博,18539,6913,31739
",最老陪读生,78岁婆婆背着捡来的孙女一起上小学,重庆李贤菊8年前捡垃圾,从桥下捡来了梁娜娜,现在她每天背着20多斤的娜娜和七八斤重的书包,挤9站公交去上学,当她的同桌,陪她上课,背她上厕所,再背回家,娜娜盆骨刺出身体严重变形,无法正常站立和行走,8岁的身形像个3岁孩子,重庆晚报,组图共9张,原图,",True,2017-04-06 17:09,新媒体聚合平台,50443,2513,4090
",厉害,雄安速度有多快,看完这3分钟视频你就知道了,3月30日,雄安市民服务中心即将启用,整个项目2017年12月7日正式开工建设,83天时间实现了主体完工,启用后可满足3000人办公和500人住宿需求,雄安新区一周年,澎湃新闻的秒拍视频,",True,2018-04-01 10:37,新媒体聚合平台,33579,13131,10300
",大隐隐于声,她用声音演活了甄嬛和白浅,刘亦菲版小龙女,孙俪版甄嬛,杨幂版白浅都是同一位配音,在配音演员季冠霖看来,为人物的声音表演时,是绝对忘我的,如果你想光芒四射,背后可能会是十年坚持,远近视频的秒拍视频,",True,2017-09-26 14:35,新媒体聚合平台,43728,7650,5629
"转发理由,这些日子,中国人不能忘,9月18日,九一八事变,7月7日,卢沟桥事变,8月15日,日本宣布投降,9月3日,中国人民抗日战争胜利纪念日,9月30日,烈士纪念日,12月13日,南京大屠杀死难者国家公祭日,转发,传递,原始用户,人民日报,转发内容,如果你记得今天,请转发微博传递历史,81年前的今天,卢沟桥的一声枪响,拉开了全民族抗战的序幕,大片国土沦陷,3500万同胞伤亡,81年了,山河日新,国力日强,可这鲜血与抗争写就的历史从未被忘怀,又到七七,悼念同胞,缅怀先烈,也始终牢记,落后就要挨打,发展才能强大,勿忘国殇,吾辈自强,组图共9张,原图,",False,2018-07-07 12:00,微博 weibo.com,6812,49447,747
",警察证上为什么写血型,答案让人心酸,近日,林小明Vash,发微博称,一直好奇为什么警官证上一定会写上血型,后来才知道,干这行容易出事,是方便送伤时急救用的,平安北京,补充,正面的警服正装照片也不让笑,因为很可能牺牲的时候,那张照片要用作遗像,总有人为万家灯火负重前行,致敬,组图共4张,原图,",True,2016-12-12 19:01,新媒体聚合平台,37678,11004,8259
"送给女生的九句话,早安,组图共9张,原图,",True,2014-03-07 07:00,人民日报微博,9055,41922,5930
",好暖,母鲸搁浅,鲸宝宝勇敢将妈妈推回大海,近日,在北斯特德布鲁克岛附近,一只勇敢的鲸宝宝奋力营救了搁浅的妈妈,它聪明地用自己身体托起妈妈,减少海床摩擦力,让妈妈的大尾巴获得推进力,最终成功使妈妈脱离险境,最后母子俩朝着大海深处游去,环球网的秒拍视频,环球网,",True,2016-10-09 17:53,微博 weibo.com,48538,6249,2119
",身份证新规来了,再也不怕身份证丢后被人冒用办卡了,明日起,央行将开展失效居民身份证信息和非居民身份证件信息核查试点工作,什么是身份证件信息核查,办理哪些业务需要进行信息核查,领取新身份证后,还能持旧证办理银行业务吗,9图带你了解身份证新规,关乎你的利益,转发周知,组图共9张,原图,",True,2018-04-08 07:30,微博 weibo.com,16457,31957,8483
",两年奋战,我国科学家破解埃博拉病毒入侵机制,经两年研究,我国科学家高福院士研究组,率先在国际上破解了埃博拉病毒入侵人体细胞的全新机制,为防控埃博拉疫情指明了方向,今天,这一重大成果将发表在国际权威学术期刊,细胞,上,",True,2016-01-15 10:50,人民日报微博,25693,28114,3055
",直播,关注,重庆万州一公交车坠江,直击救援现场,今日10时许,重庆万州一公交车在万州长江二桥桥面与小轿车发生碰撞后,坠入江中,目前,相关部门已经确定车辆沉入江底,正在组织打捞救援,截至15时,已打捞出2名人员遗体,人民日报,带你直击救援现场,揪心,关注,人民日报的微博直播,",True,2018-10-28 16:57,微博网页版,55157,626,1039
",这位出租车司机,把行李箱还回来,重庆女孩赵晓亮到洛阳读书,昨天她带着行李打车,下车后准备到后备箱取行李,不料出租掉头离去,她冲上去拍打后备箱,车反而加速离去,行李箱里有父亲工地上挣的六千学费,父亲知道钱丢了,电话那头半天不说话,最后听到抽泣声,",True,2013-09-03 11:04,人民日报微博,4709,28803,23292
",转发收藏,收好这份春日书单,适合零碎时间阅读,读起来,一本好书,能使瞌睡者醒来,能给未定目标者指引道路,你有多久没读书了,工作学习太忙,时间不够,没有好看的书,一年之计在于春,抛弃这些借口,从今天开始拾起书本吧,文学,历史,自然,40本适合零碎时间阅读的好书,趁春光,读书吧,组图共9张,原图,",True,2018-03-24 08:30,微博 weibo.com,28457,27335,956
",为他们转,有一个名字,叫,当过兵的人,一日当过兵,终身是战士,新中国成立以来,共有5000多万退役军人,穿上军装,他们守家卫国,脱下军装,他们仍为人民舍生忘死,解决军人后顾之忧,我们义不容辞,26日,国家退役军人服务中心正式挂牌成立,致敬退役军人,一起努力,让军人受到尊崇,人民日报的秒拍视频,",True,2019-02-27 07:59,微博 weibo.com,39922,12665,4155
",因乳腺癌失去双乳,爱情却让她成为人生赢家,2015年切除左乳,2017年切除右乳,33岁的暖因乳腺癌从自己口中的,单峰驼,变成了,太平公主,而近三年时间里,丈夫夏悉心照料,用镜头纪录下妻子的美丽,他用行动证明,真正的爱是在你罹患绝症时,还能与你不离不弃,生死相依,BTV生命的礼物的秒拍视频,",True,2017-10-31 14:47,新媒体聚合平台,46145,6262,4304
",有爱,小区保洁阿姨每天用石子摆天气预报,高阿姨是重庆某小区的保洁阿姨,从今年上半年起,她每天都会用石子在水池中摆出当天的天气情况,我每天早上过来,第一件事就是看天气预报,气温变了,马上修改,小区住户,现在天气冷了,希望阿姨以后戴个手套,不要冻到了,",True,2017-11-05 14:54,新媒体聚合平台,51435,2562,2701
",你言语暴力的对象,可能在经历人生最苦的阶段,24日,泰国骨癌少女珍妮去世,年仅28岁,去年11月,珍妮被查出癌症,为减轻家庭负担,她发照片上网求助,却因脸部过于扭曲被网友群嘲是PS出来的,珍妮去世后,那些嘲笑过她的网友留言道歉,良言一句三冬暖,恶语伤人六月寒,对待世界,请善良,新京报我们视频的秒拍视频,",True,2017-08-27 13:49,微博 weibo.com,41674,3707,11295
",这些都是,霸王条款,遇到打12315投诉,近日,广东叫停十余种供水,供电,供气等公用事业中的霸王条款,先签收后验货,KTV谢绝外带食物,健身房只有办理移民或死亡方可退卡,本单位保有最终解释权,貌似约定俗成的规矩,其实都是霸王条款,如遇到,果断打12315投诉,再不忍气吞声,组图共9张,原图,",True,2016-09-03 09:00,人民日报微博,22231,28339,6100
",今天,你愿为他们转发吗,一起说声,谢谢,中秋节,万家团圆之际,有人依然默默坚守着岗位,他们是为国戍边的战士,是治病救人的医护人员,是做出道道团圆饭的厨师,是用钢筋水泥浇筑思念的建筑工,他们牺牲与家人团聚的时间,只为换来万家团圆,转发,致敬坚守岗位的劳动者们,一起过中秋,组图共9张,原图,",True,2018-09-24 07:30,微博 weibo.com,41440,11306,3923
",云南普洱市5,9级地震,云南普洱市墨江县发生5,9级地震,据,中国地震台网速报,中国地震台网正式测定,09月08日10时31分在云南普洱市墨江县,北纬23,28度,东经101,53度,发生5,9级地震,震源深度11千米,愿平安,原图,",True,2018-09-08 10:41,微博 weibo.com,3186,49800,3677
",江苏首次公开,性侵未成年人犯罪人员,信息,12月1日,江苏淮安市淮阴区人民法院依法对4名涉嫌强奸,猥亵未成年人的被告人集中宣判,司法机关还将向社会公开这4人信息,公开内容包括姓名,身份证号,照片,年龄,案由等事项,并禁止其从事与未成年人密切接触的工作,江苏新闻的秒拍视频,你支持吗,",True,2017-12-03 16:51,新媒体聚合平台,39395,7424,9835
",2019高考倒计时3天,小调查,还记得当初高考,父母为你做了什么吗,高三这年,学业虽然繁重,但日常三餐却因为妈妈变得有滋有味,平常超严厉的他们,在考前却让自己放下书本散散心,他们表面上的云淡风轻,或许内心里比孩子更紧张,你还记得高考时,爸妈都为操碎了哪些心吗,还记得当初高考,父母为你做了什么吗,",True,2019-06-04 19:07,微博 weibo.com,54367,997,1229
",你好,明天,霍建华,宋茜等艺人力挺南海主权赢得点赞,偶像拿着扩音器,唱高,正音,观众席,就越有正能量,与此相对,市场对艺人也越来越有底线要求,细枝末节凭君喜好,大是大非不可商量,爱国的,合法性检验,即使偶像也不例外,要站稳舞台,就要站稳立场,要赢得市场,就先赢得人心,原图,",True,2016-07-14 23:30,人民日报微博,40665,8753,7159
",父亲扫街月入2120元,为儿子还房贷2000,21日冬至,河南郑州公交员工为环卫工们送饺子,其中,一名环卫工大爷哭了,据了解,大爷每月工资仅有2120元,却拿出2000元给儿子还房贷,",True,2016-12-23 12:51,新媒体聚合平台,23881,10467,22211
",今天,过小年,二十三,糖瓜粘,二十四,扫房子,二十五,做豆腐,你知道吗,小年代表年节准备正式开始,从这一天起,家家户户开始忙碌起来,采买年货,打扫房屋全都提上日程,小年到正月十五的年俗,你知道多少,还有7天就过年,戳图,感受大中国的传统年味,组图共9张,原图,",True,2019-01-28 08:30,新媒体聚合平台,7156,47631,1737
",速转,急寻与首例MERS病例同行者,广东疾控中心呼吁以下旅客速与其联系,5月26日,乘坐韩亚航空OZ723航班,下午三时从香港国际机场至沙头角的巴士,香港车牌号码,PJ2595,下午四时四十六分从沙头角至惠州的大巴,广东车牌,粤ZCH70港,香港车牌号码,HN5211,联系方式,他们可能感染MERS,扩散帮寻,原图,",True,2015-05-30 12:55,人民日报微博,4764,47958,3801
",方大国已停职检查,人民日报记者从广东有关方面了解到,广州市越秀区委常委,武装部政委方大国已于9月2日停职检查,接受组织进一步处理,",True,2012-09-03 17:37,微博 weibo.com,575,35905,20031
"还有这种操作,芒果,西瓜,石榴,樱桃,柠檬,超实用的切水果方法,赶紧马住,新技能get,人人视频,人民日报的秒拍视频,",True,2017-07-27 14:06,新媒体聚合平台,33313,20786,2395
",廉价辣条能致癌,危险,叫孩子别吃5角辣条,能致癌,据央视,鸡不可失,一根筋,等5毛钱的辣条,会影响健康,专家提示,避免食用此类包装简陋零食,含大量食品添加剂,能直接影响身高和智力发育,含盐量超标,所含食品添加剂,有致癌风险,转发,提醒孩子,",True,2014-11-25 09:29,微博 weibo.com,7475,24623,24368
",暖心,早餐奶奶,摆摊24年,5毛钱一份从未涨价,浙江衢州黄坛口村人人都知道的,早餐奶奶,毛师花,她摆了24年的早餐摊子,这24年里她卖的早餐从没涨过价,一直就卖5毛钱一份,毛奶奶说她都是为了山里的穷学生,这样做很快乐,愿善良的奶奶健康平安,",True,2016-12-31 20:59,新媒体聚合平台,45880,6126,4424
",2018年新年贺词,习近平近五年新年贺词视频集锦,这12大金句暖心提气,每一年的贺词,鼓舞人心,金句不断,一起来听,人民日报的秒拍视频转发,收藏,",True,2017-12-31 23:23,新媒体聚合平台,40373,13478,2559
",地球知识大赛,来了,秀出你的环保态度,人民日报,联合,微公益,WWF世界自然基金会,发起地球知识大赛,4月22日,28日,发微博带话题,地球知识大赛,提出与地球相关的知识,有机会赢取好礼,今日动物题,请问,熊猫一只爪爪上有几根手指,关注,人民日报,在评论区写下答案,转发,参与赢奖啦,原图,",True,2019-04-22 09:06,新媒体聚合平台,14623,30053,11720
",国产手机碾压苹果,外国人,中国手机好用到难以置信,报告显示,上个季度,苹果手机在中国的市场份额持续下滑,而国产手机份额达到惊人的87,国产手机不仅在国内,翻身,更在国外获青睐,国外网友认为,中国手机,性价比极高,好用到难以置信,你用的是国产手机吗,国产手机碾压苹果,外国人,中国手机好用到难以置信,组图共9张,原图,",True,2017-07-28 20:06,新媒体聚合平台,31288,3423,21570
",这样的酒店,标价1400多元一晚,瑞士的Null,Stern酒店位于阿尔卑斯山海拔1970米的山脉上,它打破了所有关于豪华酒店的刻板印象,在那里除了一张床和几张床边桌,什么都没有,没有门,没有墙壁,没有天花板,没有厕所,只是在你周围有瑞士阿尔卑斯山的壮丽景色,全球首家无墙无顶酒店,抬头是天四面是风景,图,想去体验吗,组图共9张,原图,",True,2016-09-22 20:32,人民日报微博,24447,10653,21172
",迟到2分钟,上海一马大哈考生无缘英语高考,据看看新闻,8号下午2点45分,上海各大考点大门都关闭了,然而在一考点,2分钟后一名男生急急忙忙奔过来,已不能进场,一旁的家长们同情他,纷纷说,给他进去算了,就一两分钟,但根据高考规则,外语涉听力,考生须提前15分钟进场,",True,2017-06-09 10:09,新媒体聚合平台,26742,5176,24344
",打雷时别冲澡,11日雷击导致北京首都机场环卫工人死亡,还引燃奶牛场,中央气象台专家提醒,雷雨天时应切断电源,不要使用固定电话,不宜冲凉洗澡,如果头,颈,手处有蚂蚁在爬的感觉,头发竖起,说明将发生雷击,应赶紧趴在地上,拿掉身上金属饰品,转发提醒身边人,",True,2013-08-13 09:07,人民日报微博,2688,46317,7236
",90后小伙亲述被骗当劳工5年,逃跑两次,被打得躺一个月不能动,2013年,黑龙江的孙海达被人骗去打工,每天干苦力以上12小时,有时连干两个通宵,5年来没有工资,不能与外界联系,他逃跑两次,被打得躺一个月不能动,现在沉默寡言,见陌生人就怕,2018年4月,他和工友被警方解救,一手video的秒拍视频,",True,2019-01-20 08:35,微博 weibo.com,30045,11874,14299
",这是一辆穿过雾霾区的高铁,2017年1月2日,一辆从上海至北京穿越800余公里的高铁车身布满尘埃,这辆穿越了华东,华北全部重雾霾区的高铁未经沿途雨水冲刷,尘埃布满整个车身,这是一辆穿越雾霾区的高铁,高铁,我到底经历了什么,组图共6张,原图,",True,2017-01-03 17:03,新媒体聚合平台,38459,12064,5676
",致敬90后英雄,兄弟,拉着我的手,坠楼瞬间,他们手拉着手,生死关头,他们不离不弃,这个五一节,悲壮的一幕在网友心中定格,5月1日下午,上海一高层住宅突发大火,扑救中,两名90后消防员受轰燃和热气浪推力,从13楼坠落,献出了年轻的生命,记住他们的名字,钱凌云,刘杰,恸别英雄,组图共4张,原图,",True,2014-05-02 07:30,人民日报微博,23831,23219,9081
",两只流浪猫崽遭砍,猫妈妈舔着尸体哀鸣,15日,西安某小区的一幕触目惊心,一只小黑猫只剩下头部,一只小黄猫腹部洞开,杨女士表示,看状况是有人用刀砍的,猫那么小,连走都不会走,猫妈妈待在小猫尸体旁不肯离开,发出凄惨的叫声,也不吃食,西市北路两只流浪猫崽遭斩首,猫妈妈舔着尸体哀鸣可以不爱,请别伤害,组图共6张,原图,",True,2016-06-16 13:28,人民日报微博,17326,19072,19717
",麻辣香锅,你会做吗,快要溢出来的麻辣香锅,加上炒香到不行的火锅面,你想吃吗,自己做起来,",True,2016-10-25 20:39,微博 weibo.com,27737,23518,4820
",同光十三绝,李胜素,王艳,迟小秋,张佳春,李博,王越,袁慧琴,杜喆,于魁智,九位当代京剧名家,定格血脉精魂,荟萃梨园春秋,请为国粹点赞,组图共9张,原图,",True,2014-01-30 22:29,人民日报微博,35368,18006,2655
",抗战纪念日,不要遗忘,抗战老兵,77年前,他们抛家弃子,不顾生死,为保卫祖国浴血奋战,如今那些热血青年已是耄耋老人,每天都有老兵逝去,我们不怕死亡,我们怕被遗忘,今天,七七,我们该在老兵的胸膛上,挂上一枚属于他们荣光的勋章,关爱老兵,关注抗战老兵生活,品牌捐,抗战老兵助养行动,组图共6张,原图,",True,2014-07-07 16:01,人民日报微博,29518,20851,5619
",网曝女子,丽江旅游被打,警方,正在调查,会及时公布结果,网友,琳哒是我,微博发帖,称其2016年11月在丽江旅游期间被一群陌生人暴打致伤,并被抢走财物,25日,云南省公安厅官方微博,云南警方,回应,云南丽江警方,已成立工作组对相关情况进行调查处理,调查结果将及时向社会公布,组图共2张,原图,",True,2017-01-25 11:09,新媒体聚合平台,32479,6513,16944
",只会用Ctrl,C和Ctrl,V,Word快捷键大全来啦,据说,真正的Word高手根本不屑于使用鼠标,手指上下翻飞,都是快捷键牛人,戳图学习,新技能get,原图,",True,2014-04-09 07:34,人民日报微博,8971,42058,4907
",人民直播,史上第一张黑洞照片,来了,黑洞究竟长什么样子,人类史上首张黑洞照片如何拍出,北京时间4月10日晚21点,全球六地同步召开新闻发布会,人民日报,在上海现场,为你揭晓,人民日报的微博直播,",True,2019-04-10 20:54,微博网页版,48967,2095,4850
",国家旅游局,出境游企业全面停止与日本APA酒店合作,呼吁游客抵制,国家旅游局新闻发言人张利忠24日表示,鉴于日本APA酒店坚持客房内放置右翼书籍的错误做法,国家旅游局已要求所有出境旅游企业和旅游电商服务平台全面停止与该酒店的合作,停止使用该酒店作为地接酒店并下架所有该酒店的旅游产品及相关宣传广告,国家旅游局呼吁中国访日团组和广大游客,自觉抵制APA酒店的错误做法,不进该酒店消费,王珂,组图共6张,原图,",True,2017-01-24 13:58,新媒体聚合平台,33696,13698,8480
",看哭,郭川妻子替夫领奖,真情演讲感动全场,2016中国十佳劳伦斯冠军奖昨晚颁奖,郭川获最佳体育精神奖,妻子肖莉上台领奖说,郭川最幸福的不是归航上岸的瞬间,而是在家用相机捕捉家人的表情,航行时,这些照片都在他电脑里循环播放,台下哭成一片,",True,2016-12-16 22:59,新媒体聚合平台,35419,15748,4675
",微倡议,火车上,请体谅无座的农民工,如果你在回家的火车上,看到过道里站着,躺着的农民工朋友,请不要因为拥挤不便而厌烦或责难,其实,站票和坐票同样价格,只是他们不擅长网络或电话订票,而抢不到票,奔波一年,归心似箭,请体谅他们,有位置换着坐坐,挤着坐坐,若支持,请转发,组图共9张,原图,",True,2014-01-12 07:30,人民日报微博,9849,39919,6056
",厉害了,成都72岁肌肉爷爷寒风中,裸练,本周成都气温接连几天持续走低,市民纷纷穿上棉衣,羽绒服御寒,新华公园门口却有一位老大爷赤裸上身锻炼身体,引来市民围观,老大爷叫郑兴禄,今年72岁,曾是名军人,退休后就在新华公园锻炼,已坚持12年,网友,被秒成渣72岁肌肉大爷寒潮中,裸练,组图共9张,原图,",True,2016-11-10 12:22,新媒体聚合平台,45686,3741,6389
"这个视频激励着你我,努力是没有借口的,",True,2015-11-26 21:19,人民日报微博,17090,36115,2599
",围观,10月26日,30日,人民日报,开了家,时光博物馆,就在北京三里屯,时光杂货铺,奇妙时空屋,年代照相馆,岁月交通局,声音博物馆,你还记得儿时的样子吗,韩雪,杨洋,杨紫,周冬雨,William威廉陈伟霆,苏炳添,宋佳,刘涛tamia,林允Jelly,邀你一起品味美好旧时光,致敬,改革开放40周年,组图共9张,原图,",True,2018-10-25 20:01,新媒体聚合平台,5095,43101,7570
",打疫苗真能预防宫颈癌,快来看看怎么打,在我国,宫颈癌是女性面临的第三大癌症,宫颈癌虽可怕,但是可预防,2016年,预防宫颈癌的HPV疫苗获得中国食药监总局的上市许可,但是,HPV疫苗不是对每个人都有效,自己是否需要被它保护,哪些人群适合接种,了解,",True,2017-02-23 19:29,新媒体聚合平台,16661,20234,18834
