微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",泰国游船翻船,直播,直击泰国游船倾覆救援现场,7月5日18时45分许,两艘载有127名中国游客的船只突遇特大暴风雨发生倾覆,72小时黄金救援时间临近尾声,今天,泰国军方对倾覆船只凤凰号进行打捞,人民直播,带来泰国现场报道,共同关注,人民日报的微博直播,",True,2018-07-08 12:51,微博网页版,264588,23268,21040
",青春追梦,还记得你14岁时的梦想吗,邓伦,蒋欣,郭京飞,正在人民日报微博向你发起青春对话,一起参与,人民日报,发起的,我的十四岁,话题互动,分享你的青春梦想,百年五四,一起致敬青春,人民日报的秒拍视频,",True,2019-05-02 09:36,新媒体聚合平台,10599,293884,3028
",让国货发光,中国品牌日主题曲MV,为你瞩目,发布,跟着主题曲MV,为你瞩目,一起参与国货发光挑战赛,挺我国货,强我中国,人民日报的秒拍视频,",True,2019-05-10 08:58,新媒体聚合平台,13606,284541,9125
",一起转发这条微博,和爱豆张艺兴唱出,我爱你中国,快来和张艺兴,努力努力再努力x,一起唱,我爱你中国,除了在微博上传自己的演唱视频,你还可以在秒拍,我爱你中国,活动专区上传,参与活动不仅有机会获得定制奖品,你的精彩视频还可能和偶像一起,亮相公交,地铁和城市大屏,人民日报的秒拍视频,",True,2017-10-01 20:28,新媒体聚合平台,36918,264884,4995
",一起看奥运,中国女排,冠军,转发祝贺,总比分中国3,1塞尔维亚,中国女排夺得金牌,女排姑娘们,你们太,棒,了,为你们骄傲,此刻,为中国女排转,组图共9张,原图,",True,2016-08-21 11:01,微博 weibo.com,105797,176967,23352
",南京大屠杀80年,此刻,无论你身在何处,请为所有遇难同胞转发这条微博,12月13日上午,10点01分,此刻,南京上空,防空警报正在拉响,无论身在何处,一起点根,祭奠日军屠刀下遇难的同胞,鲜血与抗争写就的历史警示国人,知耻而奋勇,吾辈当自强,组图共9张,原图,",True,2017-12-13 10:01,新媒体聚合平台,21284,278585,5459
",今天,发条微博,缅怀周总理,他日理万机,思考事物的周密如水银泻地,处理问题的敏捷如电火行空,他鞠躬尽瘁,把人民放在心里,把个人置之度外,他告诫晚辈,不许扛总理亲属的牌子,以谋私利,他身后没有子女和财产,却有十里长街百万群众洒泪送别,3月5日,周恩来诞辰120周年,纪念,缅怀,组图共9张,原图,",True,2018-03-01 07:30,新媒体聚合平台,246585,48407,10254
"欢迎来到幸福长街40号,这里有我们共同走过的40年致敬,改革开放40周年,戳网页链接进入动画原声版,",True,2018-12-18 13:03,微博 weibo.com,198746,80217,26154
",早安,昆明,28人死亡,113人受伤,昨夜发生在昆明的暴力恐怖袭击事件,令人愤怒,令人哀伤,今天,点颗,悼念无辜殒命的同胞,愿逝者安息,伤者平安,挥向平民的屠刀,制造了血腥与恐怖,更唤醒了人们心中的正义与力量,谴责暴力,严惩凶手,我们与昆明在一起,早安,昆明,早安,中国,组图共9张,原图,",True,2014-03-02 07:00,人民日报微博,32015,265114,7054
",南京大屠杀80年,人民日报社论,不忘历史,矢志复兴,80年过去,侵略者的枪声淹没在历史尘埃里,但中华门城墙上的弹孔依然清晰可见,南京城的不绝哀号已随风逝去,但,万人坑,的累累白骨还在,任何倒行逆施妄图篡改历史,否认暴行,为南京大屠杀惨案和侵略战争翻案的丑恶行径,13亿中国人不会答应,人民日报社论,不忘历史,矢志复兴,",True,2017-12-13 07:31,微博 weibo.com,9034,236042,59019
"吉林长春长生公司问题疫苗案件问责名单,原图,",True,2018-08-16 19:40,微博 weibo.com,179955,70721,52778
",越南海军确认飞机坠落,人民日报记者杨晔消息,越南海军第五军区政治处主任窦凯还大校称,飞机坠落在坚将省土珠岛153海里处,是越南马来领海交界处,越南救援队已出发,祈祷,原图,",True,2014-03-08 13:34,人民日报微博,26077,215706,59582
",心酸,为成全女儿幸福,老父亲谎称打工去流浪,郑州的一片荒地上,住着一个62岁的老汉,他独自抚养女儿长大出嫁,跟女儿住了几天,公公婆婆却为此闹气,为了不给女儿添麻烦,他谎称外出打工,实际却是流浪拾荒,吃的是饭店剩菜,他说,天下父母都一样,女儿过得好,我就高兴,",True,2016-11-13 18:17,新媒体聚合平台,128097,95713,77179
",今天,转发微博,致敬,最可爱的人,战争年代,他们用小米步枪,撑起民族脊梁,和平时期,他们用钢铁意志,守护岁月静好,他们生长着祖国的筋骨,沸腾着人民的血液,把危险和黑暗,挡在我们看不见的地方,撼山易,撼解放军难,今天,八一建军节,谢谢你们的守护,一起转,向中国军人致敬,组图共9张,原图,",True,2018-08-01 07:28,新媒体聚合平台,71206,216714,10362
",又一位,南京大屠杀幸存者陈凤英离世,1月10日,南京大屠杀幸存者陈凤英离世,享年93岁,1937年日军侵入南京,陈凤英同丈夫家一同跑反,日本兵到处抓,花姑娘,为避难,她剃成光头,和婆婆一起躲在地洞不敢出来,哥哥陈兴林被日本兵用枪打死,见证者正在凋零,转发,送别老人,原图,",True,2018-01-11 15:03,新媒体聚合平台,256267,25811,15992
"一张图告诉你,本科硕士博士的区别,原图,",True,2019-02-14 20:10,新媒体聚合平台,222784,58319,16230
",ofo公司收到,限制消费令,据中国执行信息公开网,12月4日,法院对东峡大通,北京,管理咨询有限公司作出了,限制消费令,该公司及戴威本人不得实施以下消费行为,选择飞机,列车软卧,轮船二等以上舱位,在星级以上宾馆,酒店,夜总会,高尔夫球场等场所进行高消费,旅游,度假等,详,组图共3张,原图,",True,2018-12-20 17:29,微博 weibo.com,182312,70841,38946
",盘点2017,一生尽瘁,2017,这些真正的国之脊梁离开了我们,他拒绝高薪留美,为中国的,两弹一星,装上,电子心,他翻山越岭,把生命中近1,3的时光都奉献给了FAST,他一生笔耕不辍,道尽了多少人化不开的乡愁,然而,2017年,他们永远离开了我们,先生远去,风范永存,转发,送别,组图共9张,原图,",True,2017-12-28 07:32,新媒体聚合平台,199820,56351,35799
",正在直播,救火英雄遗体到西昌,市民泪别英雄,四川木里县森林大火,30名扑火人员突遇山火爆燃牺牲,4月1日晚,30名失联人员遗体已找到,包括27名森林消防指战员和3名地方扑火人员,凌晨,部分救火英雄遗体送达西昌,不少市民和志愿者自发走上街头送别,30位英雄,一路走好,人民日报的微博直播,",True,2019-04-02 08:47,微博网页版,264346,14343,12765
",人民日报评,长生生物疫苗事件,一查到底,方可纾解疫苗焦虑,疫苗事关生命健康,质量安全容不得半点瑕疵,不能有一点侥幸,此次疫苗事件引来广泛关注之后,很多人在朋友圈晒出自家孩子的疫苗接种记录,可见公众对此事高度重视,也再一次提醒相关机构加强监管,提醒相关企业不要触碰,红线,一查到底,方可纾解疫苗焦虑,",True,2018-07-22 12:43,微博 weibo.com,118224,107889,62328
",汶川地震九周年,转发,为了不能忘却的记忆,那年我大你两岁,今年我大你十一岁,九年了,时间可以抚慰伤痛,却抚不去思念与记忆,今天,一起传递这条微博,祭奠每个逝去的同胞,也祝福这座重生的城市,汶川加油,一切安好,人民日报的秒拍视频,",True,2017-05-12 08:23,新媒体聚合平台,83418,186511,18220
",人民直播,看现场丨直击第17届中国电影华表奖颁奖典礼,第十七届中国电影华表奖颁奖典礼于12月8日在国家游泳中心,水立方,举行,近300位电影人齐聚盛典,你喜欢的电影明星会不会获奖呢,一起来看,人民日报的微博直播,",True,2018-12-08 20:20,微博网页版,127047,87713,69340
",中纪委拍的这则广告,台词走心了,你不必下班后还忙着应酬,一身酒气回家,老婆孩子都睡了,连句话也没人说,你不必拿出半个月工资,给名字都对不上的人随份子,你不必屈从于潜规则,五年,八项规定改变中国,更改变你我的生活,人民日报的秒拍视频,你有没有感同身受,",True,2017-12-05 10:10,新媒体聚合平台,207560,53039,22414
",全文,中华人民共和国政府关于在南海的领土主权和海洋权益的声明,中华人民共和国政府关于在南海的领土主权和海洋权益的声明,",True,2016-07-12 18:32,微博 weibo.com,85939,184038,12177
",暖心,天津八旬老人手织100双毛袜送交警,据央视新闻,近日,天津83岁的邢金敏,看到寒冬里路上工作的交警太辛苦,十分心疼,于是她手织100双毛袜子,打算送给交警,交警们得知老人的心意后非常感动,主动上门将袜子取回来,分发给一线值班的同事们,网友,穿着暖,心里更暖,组图共4张,原图,",True,2018-02-08 23:29,新媒体聚合平台,217863,24449,37104
",今日中国,再不是1937年的中国,81年了,卢沟桥的烽火早已散尽,可山河破碎,同胞逝去的殇却从未被忘怀,七七事变81周年,我们祭奠,我们警醒,拥抱和平,但居安思危,永不敢忘,是振兴中华,人民日报的秒拍视频,",True,2018-07-07 08:30,微博 weibo.com,138902,123613,16497
",你好,明天,各行各业,不小心摔了一跤,的,炫富照,让人会心一笑又无限感慨,消防员证书,电网工人扳手,应急呼叫中心文书,虽是摆拍却不失为真实状态,年轻一代敢于表达自我,他们因爱岗而炫,因奉献而,富,他们总与兢兢业业撞个满怀,每个人做好手头之事,便是社会最大的财富,组图共9张,原图,",True,2018-10-13 23:29,新媒体聚合平台,180044,50891,46738
",正在直播,超强台风,山竹登陆,广东史上最大规模台风预警,发出,珠三角沿海城市全线红色预警,戳直播,人民日报,带你去看珠海现场,人民日报的微博直播,",True,2018-09-16 10:03,微博网页版,254527,2227,19458
",如果你记得今天,请转发微博传递历史,85年前的今天,1931年9月18日,九一八,事变爆发,14年间,大片国土沦陷,3500万同胞伤亡,鲜血与抗争写就的历史警示国人,落后就要挨打,发展才能强大,今天,转发微博,牢记九一八,勿忘国殇,吾辈自强,组图共9张,原图,",True,2016-09-18 07:00,人民日报微博,74791,182743,15448
",加油,中国,明早9点,抗战胜利70周年大阅兵,将在天安门广场举行,这是国人的荣耀,也是全世界爱好和平者的纪念,当国旗升起,当礼炮鸣响,你我或许不在现场,未着军装,但那颗为祖国祝福的心,都在接受共同的检阅,指尖护卫大阅兵,无论你在哪里,这一刻,我们一起,为阅兵喝彩,为中国点赞,组图共9张,原图,",True,2015-09-02 14:36,人民日报微博,176748,93714,708
",十九大,给青年的信,你最牛的背景,是今天的中国,没有哪代人是轻松的,我们咬紧牙负重前行,是因为我们是被历史选中的一代,这个时代相信奋斗,相信创造,相信有志者事竟成,如果说,每个人的成长都逃不开他的背景,那么当下的中国,就是你最牛的背景,你最牛的背景,是今天的中国,",True,2017-10-17 20:04,微博 weibo.com,186716,59618,24515
",今天,此刻,请一起转发微博,牢记九一八,9月18日,9点18分,此刻,沈阳上空,防空警报正在拉响,无论你身在何处,一起点根蜡烛,祭奠日军屠刀下伤亡的3500多万同胞,鲜血与抗争写就的历史警示我们,落后就要挨打,发展才能强大,勿忘国殇,吾辈自强,组图共9张,原图,",True,2018-09-18 09:18,微博 weibo.com,62328,190513,16778
",唐山大地震42周年,不能忘却的记忆,1976年7月28日,3时42分53,8秒,7,8级,12秒,24,2万人遇难,42年了,现在过得很好,只是我们,依然想你,今天,转发这条微博,缅怀逝者,致敬重生,组图共9张,原图,",True,2018-07-28 07:30,微博 weibo.com,12553,254532,2462
",大咖有话,丨周迅,今天只聊表演,她拿奖拿到手软,而演戏之外却低调而不常出现在公众视野,去年夏天一档,表演者言,她和黄渤,冯远征,秦海璐认认真真谈论表演,被誉为,综艺里的清流,今天,周迅做客,人民直播,大咖有话,一起聊聊表演这件事,听她怎么说,人民日报的微博直播,",True,2018-05-26 20:01,微博网页版,246645,13378,9366
",母亲做的煎饼,让他的行李超重30斤,大年初六,南京禄口国际机场,一位大叔因带了太多老母亲亲手做的煎饼和咸菜,导致行李超重30多斤,由于不能顺利托运,大叔只能把饼子拿出来,自己拎在手上登机了,每一只临走的行囊,都装着沉甸甸的爱,",True,2017-02-03 16:21,新媒体聚合平台,204312,23764,41051
",最凶险白血病可治愈,特效药仅290元,全因这位老人,王振义,我国著名血液学专家,上世纪80年代末,急性早幼粒细胞白血病还是白血病中最凶险的一种,王振义为解决这一问题,带领团队奋斗8年,创造性提出,上海方案,为救更多人,他并未申请专利,一盒药仅290元,且已纳入医保,他曾获国家最高科学技术奖,并捐出450万奖金,现在93岁的他依旧奋斗在一线,看看新闻Knews的秒拍视频,",True,2018-07-13 21:09,新媒体聚合平台,211917,35430,21609
",今天,转发微博,缅怀白方礼老人,74岁,他蹬三轮赚钱,捐给贫困生,近20年,35万,圆了300多名贫困学生的上学梦,那年,他向老师递上饭盒里的500元,我干不动了,以后可能不能再捐了,这是我最后一笔钱,去世时,他93岁,1913年今天,白方礼诞辰,转发致敬,您的善行,我们从没忘记,组图共9张,原图,",True,2018-06-17 09:00,新媒体聚合平台,229572,27950,9195
",真英雄,警界战狼张劼,嫌犯引爆汽油桶他扑上去,他曾是一位阳光帅气的大男孩,如今,面部严重烧伤几近毁容,2016年1月5日晚,面对将房间封死的歹徒和爆炸威力相当于800颗手雷的液化气罐和汽油桶,他毅然决然地扑了上去,阻止了最危险的爆炸,整栋楼200多人安全了,自己却在爆燃中被烧成重伤,中国日报的秒拍视频,",True,2017-09-21 18:32,微博 weibo.com,223564,17544,23254
",孩子们的诗,最近火爆微博,谁说这世间没诗人了呢,这些3,13岁小朋友写的诗,纯粹,温暖,又充满智慧,大人们看了会不会汗颜,组图共9张,原图,",True,2017-12-05 13:46,新媒体聚合平台,182234,64519,16654
",此刻,转发传递,为了不能忘却的纪念,80年前的今天,卢沟桥的枪声,打破宁静,拉开全民族抗战的序幕,如今,硝烟散去,和平安宁,然而曾经的苦难不能忘,曾经的牺牲不敢忘,今天,七七事变80年,转发微博,纪念先辈不屈的抗争,更提醒你我,振兴中华,吾辈自强,组图共9张,原图,",True,2017-07-07 06:58,新媒体聚合平台,111542,135517,14767
",正在直播,王劲松,角色是演员生命的重量,他是最近电视剧口碑之作,破冰行动,里的大毒枭林耀东,也是琅琊榜里的言侯爷,北平无战事里的王蒲忱,本期,大咖有话,对话,老戏骨,王劲松,和你聊聊戏里戏外的故事,人民日报的微博直播,",True,2019-05-27 17:01,微博网页版,244862,6581,10051
",残奥会中国代表团如此优秀,我们欠他们应有的关注,目前,正在巴西里约热内卢举行的残奥会中,中国军团以20金17银12铜领跑奖牌榜,虽然残奥会上没有明星大腕,没有男神女神,但却有着同样的美丽与感动,精彩与荣耀,如此优秀的残奥会中国代表团,我们欠他们一个应有的关注,转发,为他们加油,组图共9张,原图,",True,2016-09-10 22:16,人民日报微博,198727,50818,11888
",正在直播,网传德国,抗洪神器,真有那么神奇,人民日报,带你一探究竟,这几天德国,抗洪神器,刷屏,所谓的神器长啥样,功能的确如网文所说般强大和神奇吗,遭遇洪水德国居民如何应对,人民日报,记者管克江在德国易北河畔带你实地探访,一直播,",True,2016-07-07 21:50,微博网页版,250378,3497,6245
